file_id,student_id,page_id,spine_id,full_name,name,skin_name,spine_remark,name_cn,name_jp,name_tw,name_en,name_kr,school_id,school_name
CH0235,182,343,1256,小涂 真纪（露营）,小涂 真纪,露营,,小涂 真纪（露营）,小塗 マキ（キャンプ）,小塗 真紀（露營）,Konuri Maki,코누리 마키,4,千禧科学学院
CH0312,182,509,1312,小涂 真纪（睡衣）,小涂 真纪,睡衣,,小涂 真纪,小塗 マキ（パジャマ）,小塗 真紀（睡衣）,Konuri Maki,코누리 마키,4,千禧科学学院
NP0097,183,183,1763,七神 凛（领航服）,七神 凛,,领航服,七神 凛,七神 リン,七神 琳,Nanagami Rin,나나가미 린,12,联邦学生会
NP0291,183,183,1573,七神 凛（私服）,七神 凛,,私服,七神 凛,七神 リン,七神 琳,Nanagami Rin,나나가미 린,12,联邦学生会
rin,183,183,1411,七神 凛,七神 凛,,,七神 凛,七神 リン,七神 琳,Nanagami Rin,나나가미 린,12,联邦学生会
NP0098,184,184,1764,由良木 桃香（领航服）,由良木 桃香,,领航服,由良木 桃可,由良木 モモカ,由良木 桃香,Yuragi Momoka,유라키 모모카,12,联邦学生会
momoka,184,184,1405,由良木 桃香,由良木 桃香,,,由良木 桃可,由良木 モモカ,由良木 桃香,Yuragi Momoka,유라키 모모카,12,联邦学生会
juri,186,186,1398,牛牧 朱莉,牛牧 朱莉,,,牛牧 朱莉,牛牧 ジュリ,牛牧 茱莉,Ushimaki Juri,우시마키 주리,3,格赫娜学园
CH0286,186,521,1288,牛牧 朱莉（打工）,牛牧 朱莉,打工,,牛牧 朱莉,牛牧 ジュリ（アルバイト）,牛牧 茱莉,Ushimaki Juri,우시마키 주리,3,格赫娜学园
NP0061,187,187,1730,乙花 堇（运动服）,乙花 堇,,运动服,乙花 堇,乙花 スミレ,乙花 堇,Otohana Sumire,오토하나 스미레,4,千禧科学学院
sumire,187,187,1419,乙花 堇,乙花 堇,,,乙花 堇,乙花 スミレ,乙花 堇,Otohana Sumire,오토하나 스미레,4,千禧科学学院
CH0287,187,523,1289,乙花 堇（打工）,乙花 堇,打工,,乙花 堇（打工）,乙花 スミレ（アルバイト）,乙花 堇,Otohana Sumire,오토하나 스미레,4,千禧科学学院
sukeban_sr,188,188,25,不良学生A,不良学生A,,,,チンピラA,,,,17,不良少女们
sukeban_smg,189,189,1418,不良学生B,不良学生B,,,,チンピラB,,,,17,不良少女们
sukeban_hmg,190,190,27,不良学生C,不良学生C,,,,チンピラC,,,,17,不良少女们
soldier_onsendev_rl,191,191,1810,温泉开发部部员A,温泉开发部部员A,,,,温泉部の部員A,,,,3,格赫娜学园
shinon,193,193,35,川流 诗乃,川流 诗乃,,,川流 诗音,川流 シノン,川流 詩音,Kawaru shinon,카와루 시논,13,克罗诺斯学校
shimiko,194,194,1415,圆堂 志美子,圆堂 志美子,,,圆堂 志美子,円堂 シミコ,円堂 志美子,Endo Shimiko,엔도우 시미코,2,圣三一综合学园
CH0327,194,566,1323,圆堂 志美子（魔法）,圆堂 志美子,魔法,,圆堂 志美子,円堂 シミコ（マジカル）,円堂 志美子,Endo Shimiko,엔도우 시미코,2,圣三一综合学园
shibasekimaster,196,196,40,柴老板,柴老板,,,柴师傅,柴大将,柴大將,Master Shiba,마스터 시바,18,地方组织与居民
schoolgirl02_sukebanswim_mg,197,197,1838,不良学生D（泳装）,不良学生D,泳装,,,チンピラ D,,,,18,地方组织与居民
schoolgirl01_sukebanswim_smg,198,198,1837,不良学生E（泳装）,不良学生E,泳装,,,チンピラE,,,,18,地方组织与居民
royalguard_redwinter1,199,199,58,红冬亲卫队成员A,红冬亲卫队成员A,,,,レッドウィンターの レッドウィンターの親衛隊員A,,,,5,红冬联邦学园
police_valkyrie_sg,200,200,1809,瓦尔基里学生A,瓦尔基里学生A,,,,ヴァルキューレの生徒A,,,,8,瓦尔基里警察学校
NP0134,200,283,1511,瓦尔基里学生A（泳装）,瓦尔基里学生A,泳装,,,ヴァルキューレの生徒A,,,,8,瓦尔基里警察学校
peroro,202,202,67,佩洛洛,佩洛洛,,,,ペロロ,,Peroro,,0,
NP0090,203,203,1757,歌住 樱子（圣徒会制服）,歌住 樱子,,圣徒会制服,歌住 樱子,歌住 サクラコ,歌住 櫻子,Utazumi Sakurako,우타즈미 사쿠라코,2,圣三一综合学园
sakurako,203,203,56,歌住 樱子,歌住 樱子,,,歌住 樱子,歌住 サクラコ,歌住 櫻子,Utazumi Sakurako,우타즈미 사쿠라코,2,圣三一综合学园
CH0274,203,499,1276,歌住 樱子（偶像）,歌住 樱子,偶像,,歌住 樱子（偶像）,歌住 サクラコ（アイドル）,歌住 櫻子（偶像）,Utazumi Sakurako,우타즈미 사쿠라코,2,圣三一综合学园
NP0121,204,204,1508,玄龙门成员A,玄龙门成员A,,,,玄龍門の生徒A,,,,7,山海经高级中学
NP0115,205,205,1805,弗朗西斯,弗朗西斯,,,弗朗西斯,フランシス,法蘭西斯,Francis,프랜시스,20,数秘术
NP0106,208,208,1797,联邦学生会行政人员A,联邦学生会行政人员A,,,,連邦生徒会の行政員A,,,,12,联邦学生会
NP0107,209,209,1798,联邦学生会行政官A,联邦学生会行政官A,,,,連邦生徒会の行政官A,,,,12,联邦学生会
kotama,212,212,1400,音濑 小玉,音濑 小玉,,,音濑 小玉,音瀬 コタマ,音瀬 小玉,Otose Kotama,오토세 코타마,4,千禧科学学院
CH0232,212,341,1484,音濑 小玉（露营）,音濑 小玉,露营,,音濑 小玉（露营）,音瀬 コタマ（キャンプ）,音瀬 小玉（露營）,Otose Kotama,오토세 코타마,4,千禧科学学院
CH0314,212,511,1314,音濑 小玉（睡衣）,音濑 小玉,睡衣,,音濑 小玉,音瀬 コタマ（パジャマ）,音瀬 小玉（睡衣）,Otose Kotama,오토세 코타마,4,千禧科学学院
CH0113,214,214,1244,千鸟 满,千鸟 满,,,千鸟 满,千鳥 ミチル,千鳥 三千留,Chidori Michiru,치도리 미치루,9,百鬼夜行联合学园
CH0296,214,569,1298,千鸟 满（礼服）,千鸟 满,礼服,,千鸟 满（礼服）,千鳥 ミチル（ドレス）,千鳥 三千留（禮服）,Chidori Michiru,치도리 미치루,9,百鬼夜行联合学园
pina,215,215,1409,朝比奈 菲娜,朝比奈 菲娜,,,朝比奈 菲娜,朝比奈 フィーナ,朝比奈 菲娜,Asahina Pina,아사히나 피나,9,百鬼夜行联合学园
CH0257,215,362,1262,朝比奈 菲娜（导游）,朝比奈 菲娜,导游,,朝比奈 菲娜（导游）,朝比奈 フィーナ（ガイド）,朝比奈 菲娜（導覽員）,Asahina Pina,아사히나 피나,9,百鬼夜行联合学园
CH0080,216,216,1239,京极 皋月,京极 皋月,,,京极 皋月,京極 サツキ,京極 皐月,Kyougoku Satsuki,쿄고쿠 사츠키,3,格赫娜学园
CH0345,216,608,1786,京极 皋月（泳装）,京极 皋月,泳装,,京极 皋月（泳装）,京極 サツキ（水着）,京極 皐月（泳裝）,Kyougoku Satsuki,쿄고쿠 사츠키,3,格赫娜学园
NP0299,216,608,1781,"京极 皋月（泳装,海盗装）",京极 皋月,泳装,海盗装,京极 皋月（泳装）,京極 サツキ（水着）,京極 皐月（泳裝）,Kyougoku Satsuki,쿄고쿠 사츠키,3,格赫娜学园
NP0022,217,217,1682,茶话会成员A,茶话会成员A,,,,NP0022,,,,2,圣三一综合学园
NP0023,218,218,1683,救急医学部部员A,救急医学部部员A,,,,NP0023,,,,3,格赫娜学园
NP0024,219,219,1684,圣三一学生A,圣三一学生A,,,,NP0024,,,,2,圣三一综合学园
NP0025,220,220,1685,修女会成员A,修女会成员A,,,,NP0025,,,,2,圣三一综合学园
NP0026,221,221,1686,格赫娜学生A,格赫娜学生A,,,,ゲヘナの生徒,,NP0026,,3,格赫娜学园
NP0027,222,222,1687,万魔殿成员A,万魔殿成员A,,,,万魔殿のメンバー,,NP0027,,3,格赫娜学园
NP0028,223,223,1688,茶话会成员B,茶话会成员B,,,,NP0028,,,,2,圣三一综合学园
helmetdan_black1,224,224,1831,钢盔团成员B,钢盔团成员B,,,,helmetdan_black1,,,,17,不良少女们
helmetdan_red1,225,225,1832,钢盔团成员A,钢盔团成员A,,,,helmetdan_red1,,,,17,不良少女们
fuuki_normal1,226,226,1825,风纪委员A,风纪委员A,,,,風紀委員A,,fuuki_normal1,,3,格赫娜学园
CH0088,229,229,1589,下仓 惠,下仓 惠,,,下仓 惠,下倉 メグ,下倉 惠,Shimokura Megu,시모쿠라 메구,3,格赫娜学园
CH0329,229,547,1325,下仓 惠（泳装）,下仓 惠,泳装,,下仓 惠（泳装）,下倉 メグ（水着）,下倉 惠（泳裝）,Shimokura Megu,시모쿠라 메구,3,格赫娜学园
yukata_streetghostes_rl,231,231,1812,魑魅一座部员,魑魅一座部员,,,,魑魅一座の部員,,,,9,百鬼夜行联合学园
yustina_sr1,232,232,1813,尤斯蒂娜圣徒,尤斯蒂娜圣徒,,,尤斯蒂娜圣徒,ユスティナ聖徒,優斯提娜聖徒,Justina Council Saint,유스티나 성도,2,圣三一综合学园
NP0137,232,303,1514,尤斯蒂娜圣徒（泳装）,尤斯蒂娜圣徒,泳装,,尤斯蒂娜圣徒,ユスティナ聖徒,優斯提娜聖徒,Justina Council Saint,유스티나 성도,2,圣三一综合学园
yukata_streetghostes_mg,233,233,1811,魑魅一座队长,魑魅一座队长,,,,魑魅一座のリーダー,,,,9,百鬼夜行联合学园
yoheki_redwinter1,234,234,16,劳务部部员A,劳务部部员A,,,,工務部の部員A,,,,5,红冬联邦学园
yoheki_normal1,235,235,17,兼职佣兵学生A,兼职佣兵学生A,,,,傭兵バイトA,,,,18,地方组织与居民
NP0116,238,238,1806,凯撒特种部队成员A,凯撒特种部队成员A,,,,特殊部队,,,,19,凯撒集团
NP0104,239,239,1795,凯撒 将军,凯撒 将军,,,凯撒 将军,カイザー ジェネラル,凱薩 將軍,Kaiser General,카이저 제네럴,19,凯撒集团
NP0096,240,240,1762,凯撒 总裁,凯撒 总裁,,,凯撒 总裁,カイザー プレジデント,凱薩 總裁,Kaiser President,카이저 프레지던트,19,凯撒集团
NP0087,241,241,1754,料理麻雀,料理麻雀,,,,NP0087_spr,,,,18,地方组织与居民
NP0086,242,242,1753,和服麻雀,和服麻雀,,,,NP0086_spr,,,,18,地方组织与居民
NP0084,244,244,1751,千禧学生A,千禧学生A,,,,ミレニアムの生徒,,NP0084,,4,千禧科学学院
NP0074,245,245,176,圣女 芭尔芭拉,圣女 芭尔芭拉,,,圣女 芭芭拉,聖女 バルバラ,聖女 白芭蕾,Saintess Barbara,성녀 바르바라,2,圣三一综合学园
NP0042,247,247,1712,无名司祭,无名司祭,,,无名祭司,無名の司祭,無名祭司,The Nameless Priests,무명사제,25,所属存疑
NP0036,248,248,1692,千禧学生B,千禧学生B,,,,NP0036_spr,,,,4,千禧科学学院
NP0031,249,249,1690,笛卡尔,笛卡尔,,,笛卡尔,デカルト,笛卡爾,Descartes,데카르트,25,所属存疑
NP0142,249,249,1625,笛卡尔（警卫服）,笛卡尔,,警卫服,笛卡尔,デカルト,笛卡爾,Descartes,데카르트,25,所属存疑
market_animal2,250,250,349,商店老板狗狗,商店老板狗狗,,,,market_animal2_spr,,,,18,地方组织与居民
engineer_animal3,251,251,1823,工程师狗狗,工程师狗狗,,,,engineer_animal3_spr,,,,18,地方组织与居民
bunnygirl_sr,252,252,1582,奥德赛的兔女郎A,奥德赛的兔女郎A,,,,BunnyGirl_SR_spr,,,,15,奥德赛海洋学校
CH0212,253,253,1655,清澄 晶,清澄 晶,,,清澄 晶,清澄 アキラ,清澄 晶,Kiyosumi Akira,키요스미  아키라,14,狂猎艺术学院
CH0323,253,551,1319,清澄 晶（制服）,清澄 晶,制服,,清澄 晶,清澄 アキラ,清澄 晶,Kiyosumi Akira,키요스미  아키라,14,狂猎艺术学院
CH0222,254,254,1253,御稜 名草,御稜 名草,,,御稜 名草,御稜 ナグサ,御稜 名草,Goryou Nagusa,고료 나구사,9,百鬼夜行联合学园
NP0162,254,254,1529,御稜 名草（展现右臂）,御稜 名草,,展现右臂,御稜 名草,御稜 ナグサ,御稜 名草,Goryou Nagusa,고료 나구사,9,百鬼夜行联合学园
NP0249,254,254,1371,御稜 名草（无绷带）,御稜 名草,,无绷带,御稜 名草,御稜 ナグサ,御稜 名草,Goryou Nagusa,고료 나구사,9,百鬼夜行联合学园
CH0303,254,537,1304,御稜 名草（泳装）,御稜 名草,泳装,,御稜 名草（泳装）,御稜 ナグサ（水着）,御稜 名草（泳裝）,Goryou Nagusa,고료 나구사,9,百鬼夜行联合学园
citizen_animal1,255,255,1695,城市狗狗,城市狗狗,,,,citizen_animal1_spr,,,,18,地方组织与居民
citizen_animal5_eyepatch,256,256,1657,眼罩猫猫,眼罩猫猫,,,,Citizen_animal5_eyepatch_spr,,,,18,地方组织与居民
citizen_animal5,257,257,1658,和服猫猫,和服猫猫,,,,Citizen_animal5_spr,,,,18,地方组织与居民
citizen_animal6_bandagespr_hd,258,258,1659,绷带狗狗,绷带狗狗,,,,Citizen_animal6_bandagespr,,,,18,地方组织与居民
citizen_animal6,259,259,1660,贝雷帽狗狗,贝雷帽狗狗,,,,Citizen_animal6_spr,,,,18,地方组织与居民
citizen_animal7,260,260,1661,和服狗狗,和服狗狗,,,,Citizen_animal7_spr,,,,18,地方组织与居民
citizen_borot1,261,261,1696,市民机器人,市民机器人,,,,citizen_borot1_spr,,,,18,地方组织与居民
citizen_borot2,262,262,1697,资本机器人,资本机器人,,,,citizen_borot2_spr,,,,18,地方组织与居民
cook_genbustore_sg,263,263,1662,玄武商会店员,玄武商会店员,,,,玄武商会メンバー,,,,7,山海经高级中学
CH0124,264,264,564,姬木 梅露,姬木 梅露,,,姬木 芽瑠,姫木 メル,姬木 愛瑠,Himeki Meru,히메키 메루,5,红冬联邦学园
CH0125,264,265,1595,姬木 梅露（温泉）,姬木 梅露,温泉,,姬木 芽瑠（温泉）,姫木 メル（温泉）,姬木 愛瑠（溫泉）,Himeki Meru,히메키 메루,5,红冬联邦学园
NP0092,266,266,1759,贝雷帽小山雀,贝雷帽小山雀,,,,NP0092_spr,,,,18,地方组织与居民
NP0093,267,267,1760,蝴蝶结小山雀,蝴蝶结小山雀,,,,NP0093_spr,,,,18,地方组织与居民
NP0094,268,268,1761,黄帽小山雀,黄帽小山雀,,,,NP0094_spr,,,,18,地方组织与居民
CH0213,270,270,1471,申谷 海,申谷 海,,,,申谷 カイ,申谷 誡,Shintani Kai,신타니 카이,7,山海经高级中学
NP0251,270,270,1373,申谷 海（墨镜）,申谷 海,,墨镜,,申谷 カイ,申谷 誡,Shintani Kai,신타니 카이,7,山海经高级中学
reizyo,271,271,1410,鹿山 丽情,鹿山 丽情,,,鹿山 丽情,鹿山 レイジョ,鹿山 令女,Kayama Reijo,카야마 레이죠,7,山海经高级中学
NP0095,272,272,132,普雷那帕特斯,普雷那帕特斯,,,弗雷纳帕提斯,プレナパテス,誘騙者,Phrenapates,프레나파테스,25,所属存疑
robot2_division,273,273,59,机器人,机器人,,,,robot2_division_spr,,,,0,
NP0091,274,274,1758,守卫机器人,守卫机器人,,,,NP0091_spr,,,,25,所属存疑
NP0033,275,275,1507,灰音,灰音,,,,ハイネ,灰音,Haine,하이네,12,联邦学生会
NP0037,276,276,1620,李,李,,,李,スモモ,李,Sumomo,스모모,12,联邦学生会
NP0136,281,281,1513,假日北极熊,假日北极熊,,,,NP0136_spr,,,,18,地方组织与居民
NP0135,282,282,1512,工人花栗鼠,工人花栗鼠,,,,NP0135_spr,,,,18,地方组织与居民
NP0132,284,284,1509,头带狗狗,头带狗狗,,,,NP0132_spr,,,,18,地方组织与居民
NP0133,285,285,1510,打渔小熊猫,打渔小熊猫,,,,NP0133_spr,,,,18,地方组织与居民
CH0157,288,288,1460,栀子 梦,栀子 梦,,,栀子 梦,梔子 ユメ,梔子 夢,Kuchinashi Yume,쿠치나시 유메,1,阿比多斯高中
NP0166,288,288,1532,栀子 梦（学校泳装）,栀子 梦,,学校泳装,栀子 梦,梔子 ユメ,梔子 夢,Kuchinashi Yume,쿠치나시 유메,1,阿比多斯高中
CH0229,308,308,562,三善 贵音,三善 贵音,,,三善 贵音,三善 タカネ,三善 貴音,Miyoshi Takane,미요시 타카네,5,红冬联邦学园
CH0228,309,309,1482,荒槙 八云,荒槙 八云,,,荒槙 八云,荒槇 ヤクモ,荒槇 八雲,Aramaki Yakumo,아라마키 야쿠모,5,红冬联邦学园
NP0143,310,310,1516,黑市组织成员A,黑市组织成员A,,,,,,,,17,不良少女们
NP0138,311,311,1515,列车乘务员B,列车乘务员B,,,,,,,,24,海兰德铁道学园
NP0158,312,312,1525,列车修理工A,列车修理工A,,,,,,,,24,海兰德铁道学园
NP0159,313,313,1526,列车乘务员A,列车乘务员A,,,,,,,,24,海兰德铁道学园
CH9998,315,315,1506,御坂 美琴,御坂 美琴,,,御坂 美琴,御坂 美琴,御坂 美琴,Misaka Mikoto,미사카 미코토,26,联动作品
NP0168,315,315,1534,御坂 美琴（无武器）,御坂 美琴,,无武器,御坂 美琴,御坂 美琴,御坂 美琴,Misaka Mikoto,미사카 미코토,26,联动作品
CH9997,316,316,1505,食蜂 操祈,食蜂 操祈,,,食蜂 操祈,食蜂 操祈,食蜂 操祈,Shokuhou Misaki,쇼쿠호 미사키,26,联动作品
NP0169,316,316,1535,食蜂 操祈（无武器）,食蜂 操祈,,无武器,食蜂 操祈,食蜂 操祈,食蜂 操祈,Shokuhou Misaki,쇼쿠호 미사키,26,联动作品
CH9996,317,317,1504,佐天 泪子,佐天 泪子,,,佐天 泪子,佐天 涙子,佐天 淚子,Saten Ruiko,사텐 루이코,26,联动作品
NP0170,317,317,1536,佐天 泪子（无武器）,佐天 泪子,,无武器,佐天 泪子,佐天 涙子,佐天 淚子,Saten Ruiko,사텐 루이코,26,联动作品
CH0161,318,318,1461,勘解由小路 紫,勘解由小路 紫,,,勘解由小路 紫,勘解由小路 ユカリ,勘解由小路 紫,Kadenokouji Yukari,카데노코지 유카리,9,百鬼夜行联合学园
NP0147,318,318,1517,勘解由小路 紫（中学时期）,勘解由小路 紫,,中学时期,勘解由小路 紫,勘解由小路 ユカリ,勘解由小路 紫,Kadenokouji Yukari,카데노코지 유카리,9,百鬼夜行联合学园
NP0148,318,318,1518,勘解由小路 紫（巫女服）,勘解由小路 紫,,巫女服,勘解由小路 紫,勘解由小路 ユカリ,勘解由小路 紫,Kadenokouji Yukari,카데노코지 유카리,9,百鬼夜行联合学园
CH0301,318,533,1302,勘解由小路 紫（泳装）,勘解由小路 紫,泳装,,勘解由小路 紫（泳装）,勘解由小路 ユカリ（水着）,勘解由小路 紫（泳裝）,Kadenokouji Yukari,카데노코지 유카리,9,百鬼夜行联合学园
CH0224,319,319,1478,不破 莲华,不破 莲华,,,,不破 レンゲ,不破 蓮華,Fuwa Renge,후와 렌게,9,百鬼夜行联合学园
CH0302,319,535,1303,不破 莲华（泳装）,不破 莲华,泳装,,,不破 レンゲ（水着）,不破 蓮華（泳裝）,Fuwa Renge,후와 렌게,9,百鬼夜行联合学园
CH0225,320,320,1479,桐生 桔梗,桐生 桔梗,,,桐生 桔梗,桐生 キキョウ,桐生 桔梗,Kiryuu Kikyou,키류 키쿄,9,百鬼夜行联合学园
CH0300,320,534,1301,桐生 桔梗（泳装）,桐生 桔梗,泳装,,桐生 桔梗（泳装）,桐生 キキョウ（水着）,桐生 桔梗（泳裝）,Kiryuu Kikyou,키류 키쿄,9,百鬼夜行联合学园
CH0227,321,321,1481,箭吹 棕榈,箭吹 棕榈,,,箭吹 棕榈,箭吹 シュロ,箭吹 棕櫚,Yabuki Shuro,야부키  슈로,9,百鬼夜行联合学园
CH0236,322,322,1487,新,新,,,,アラタ,新,Arata,아라타,9,百鬼夜行联合学园
NP0254,322,322,1376,新（泳装）,新,,泳装,,アラタ,新,Arata,아라타,9,百鬼夜行联合学园
NP0266,322,322,1381,新（钢盔）,新,,钢盔,,アラタ,新,Arata,아라타,9,百鬼夜行联合学园
NP0149,323,323,1519,百鬼夜行学生A,百鬼夜行学生A,,,,,,,,9,百鬼夜行联合学园
NP0255,323,323,1377,百鬼夜行学生A（泳装）,百鬼夜行学生A,,泳装,,,,,,9,百鬼夜行联合学园
NP0255,323,536,1015,百鬼夜行学生A（泳装）,百鬼夜行学生A,泳装,,,,,,,9,百鬼夜行联合学园
NP0150,324,324,1520,百鬼夜行学生C,百鬼夜行学生C,,,,,,,,9,百鬼夜行联合学园
NP0156,325,325,1523,百鬼夜行学生B,百鬼夜行学生B,,,,,,,,9,百鬼夜行联合学园
NP0152,326,326,1522,山海经学生A,山海经学生A,,,,,,,,7,山海经高级中学
NP0157,327,327,1524,山海经学生B,山海经学生B,,,,,,,,7,山海经高级中学
CH0226,331,331,1480,勘解由小路 虞美人,勘解由小路 虞美人,,,勘解由小路 雏芥子,勘解由小路 コクリコ,勘解由小路 雛罌粟,Kadenokouji Kokuriko,카데노코지 코쿠리코,9,百鬼夜行联合学园
NP0129,335,335,1336,艾茵,艾茵,,,艾茵,アイン,Ain,Ein,아인,21,神名十文字
NP0270,335,335,1555,艾茵,艾茵,,,艾茵,アイン,Ain,Ein,아인,21,神名十文字
NP0131,336,336,1337,奥茹,奥茹,,,奥尔,オウル,Aur,Ohr,오르,21,神名十文字
NP0272,336,336,1557,奥茹,奥茹,,,奥尔,オウル,Aur,Ohr,오르,21,神名十文字
NP0130,337,337,1338,索芙,索芙,,,索芙,ソフ,Soph,Sof,소프,21,神名十文字
NP0271,337,337,1556,索芙,索芙,,,索芙,ソフ,Soph,Sof,소프,21,神名十文字
CH0245,342,342,1260,野正 莱依,野正 莱依,,,野正 莱依,野正 レイ,野正 莉,Nomasa Rei,노마사 레이,4,千禧科学学院
CH0238,347,347,1257,元宫 千明,元宫 千明,,,元宫 千明,元宮 チアキ,元宮 千秋,Motomiya Chiaki,모토미야 치아키,3,格赫娜学园
CH0348,347,611,1789,元宫 千明（泳装）,元宫 千明,泳装,,元宫 千明（泳装）,元宮 チアキ（水着）,元宮 千秋（泳裝）,Motomiya Chiaki,모토미야 치아키,3,格赫娜学园
NP0302,347,611,1784,"元宫 千明（泳装,海盗装）",元宫 千明,泳装,海盗装,元宫 千明（泳装）,元宮 チアキ（水着）,元宮 千秋（泳裝）,Motomiya Chiaki,모토미야 치아키,3,格赫娜学园
NP0165,349,349,1531,地下生活者,地下生活者,,,地下室人,地下生活者,地下生活者,Underground Dweller,지하생활자,20,数秘术
NP0181,358,358,1546,黑帮组员A,黑帮组员A,,,,,,,,18,地方组织与居民
NP0180,359,359,1545,黑帮机器人A,黑帮机器人A,,,,,,,,18,地方组织与居民
NP0182,363,363,692,浅草 夏树,浅草 夏树,,,,浅草 ナツキ,,Asakusa Natsuki,아사쿠사 나츠키,9,百鬼夜行联合学园
CH0242,365,365,1258,橘 光,橘 光,,,橘 光,橘 ヒカリ,橘 光,Tachibana Hikari,타치바나 히카리,24,海兰德铁道学园
CH0243,366,366,1259,橘 望,橘 望,,,橘 望,橘 ノゾミ,橘 希望,Tachibana Nozomi,타치바나 노조미,24,海兰德铁道学园
CH0244,367,367,1491,朝雾 周防,朝雾 周防,,,朝雾 周防,朝霧 スオウ,朝霧 蘇芳,Asagiri Suou,아사기리 스오우,24,海兰德铁道学园
NP0177,367,367,1543,朝雾 周防（临战）,朝雾 周防,,临战,朝雾 周防,朝霧 スオウ,朝霧 蘇芳,Asagiri Suou,아사기리 스오우,24,海兰德铁道学园
NP0178,367,367,1544,朝雾 周防（战损）,朝雾 周防,,战损,朝雾 周防,朝霧 スオウ,朝霧 蘇芳,Asagiri Suou,아사기리 스오우,24,海兰德铁道学园
CH0252,372,372,1261,椎名 纺,椎名 纺,,,椎名 纺,椎名 ツムギ,椎名 紬,Shiina Tsumugi,시이나 츠무기,14,狂猎艺术学院
CH0264,378,378,1266,志真 心华,志真 心华,,,,志真 コノカ,志真 木乃香,Shima konoka,시마 코노카,8,瓦尔基里警察学校
NP0186,380,380,1547,小鸟游 星野*恐怖（反转）,小鸟游 星野*恐怖,,反转,,,,,,1,阿比多斯高中
CH0265,385,385,1267,栗滨 明美,栗滨 明美,,,栗浜 明美,栗浜 アケミ,栗濱 明美,Kurihama Akemi,쿠리하마 아케미,17,不良少女们
CH0277,386,386,1279,微笑教授,微笑教授,,,笑笑教授,ニヤニヤ教授,笑眯眯教授,Professor Smug,히죽히죽 교수,17,不良少女们
NP0203,387,387,1342,DJ狗狗,DJ狗狗,,,,,,,,18,地方组织与居民
CH0272,390,390,1274,漆原 辉夜,漆原 辉夜,,,,漆原 カグヤ,漆原 輝夜,Urushibara Kaguya,우루시바라 카구야,7,山海经高级中学
NP0242,390,390,1364,漆原 辉夜（脸谱）,漆原 辉夜,,脸谱,,漆原 カグヤ,漆原 輝夜,Urushibara Kaguya,우루시바라 카구야,7,山海经高级中学
NP0243,390,390,1365,漆原 辉夜（持扇）,漆原 辉夜,,持扇,,漆原 カグヤ,漆原 輝夜,Urushibara Kaguya,우루시바라 카구야,7,山海经高级中学
NP0207,392,392,1344,京剧部员A,京剧部员A,,,,,,,,7,山海经高级中学
NP0208,393,393,1345,京剧部员B,京剧部员B,,,,,,,,7,山海经高级中学
NP0160,395,395,627,幻魉付丧神（幻魉百物语）,幻魉付丧神,,幻魉百物语,幻魉·付丧神,幻魎付喪神,幻魎付喪神,Artifact Spirits,환량 · 츠쿠모가미,28,幻魉百物语
NP0163,396,396,629,无貌替身,无貌替身,,,无貌形代,無貌の形代,無貌的形代,Faceless Katashiro,얼굴 없는 카타시로,28,幻魉百物语
NP0030,502,502,904,马路库特（帽子）,马路库特,,帽子,玛尔扈特,マルクト,馬爾庫特,Malkuth,말쿠트,21,神名十文字
NP0119,502,502,905,马路库特,马路库特,,,玛尔扈特,マルクト,馬爾庫特,Malkuth,말쿠트,21,神名十文字
NP0273,502,502,1446,马路库特（战损）,马路库特,,战损,玛尔扈特,マルクト,馬爾庫特,Malkuth,말쿠트,21,神名十文字
CH0283,515,515,1285,吾妻 未来,吾妻 未来,,,未来,吾妻 ミライ,未來,Azuma Mirai,아즈마 미라이,4,千禧科学学院
CH0335,518,518,1228,天童 凯伊,天童 凯伊,,,天童 柯伊,天童 ケイ,天童 Kei,Tendou Kei,텐도 케이,4,千禧科学学院
CH0335_noweapon,518,518,1227,天童 凯伊（无武器）,天童 凯伊,,无武器,天童 柯伊,天童 ケイ,天童 Kei,Tendou Kei,텐도 케이,4,千禧科学学院
NP0241,518,518,1229,天童 凯伊（AMAS身体）,天童 凯伊,,AMAS身体,天童 柯伊,天童 ケイ,天童 Kei,Tendou Kei,텐도 케이,4,千禧科学学院
NP0269,518,518,1230,天童 凯伊（神名十文字身体）,天童 凯伊,,神名十文字身体,天童 柯伊,天童 ケイ,天童 Kei,Tendou Kei,텐도 케이,4,千禧科学学院
NP0247,524,524,1369,棒球狗狗,棒球狗狗,,,,,,,,18,地方组织与居民
CH0288,525,525,1290,内海 青叶,内海 青叶,,,内海 青叶,内海 アオバ,內海 青葉,Utsumi Aoba,우츠미 아오바,24,海兰德铁道学园
NP0245,526,526,1367,暴走族A,暴走族A,,,,,,,,17,不良少女们
NP0246,527,527,1368,暴走族老大,暴走族老大,,,,,,,,17,不良少女们
CH0223,529,529,1254,七稜 菖蒲,七稜 菖蒲,,,,七稜 アヤメ,七稜 菖蒲,Nanakado Ayame,나나카도 아야메,9,百鬼夜行联合学园
NP0206,529,529,1343,七稜 菖蒲（黑化）,七稜 菖蒲,,黑化,,七稜 アヤメ,七稜 菖蒲,Nanakado Ayame,나나카도 아야메,9,百鬼夜行联合学园
